id,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,ph,sulphates,alcohol,color,quality,date_added
3599,7.5,0.26,0.52,13.2,0.047,64,179,0.9982,3.1,0.46,9,white,slightly dissatisfied,2023-02-23
3600,7.2,0.3,0.3,8.7,0.022,14,111,0.99576,3.11,0.61,10.6,white,slightly dissatisfied,2024-11-23
3601,8.7,0.84,0,1.4,0.065,24,33,0.9954,3.27,0.55,9.7,red,slightly dissatisfied,2024-01-05
3602,10.5,0.51,0.64,2.4,0.107,6,15,0.9973,3.09,0.66,11.8,red,slightly satisfied,2022-03-01
3603,7.2,0.16,0.32,0.8,0.04,50,121,0.9922,3.27,0.33,10,white,neutral,2022-09-13
3604,6.7,0.68,0.07,2.4,0.089,17,82,0.9958,3.35,0.54,10.1,red,slightly dissatisfied,2023-07-18
3605,6.2,0.3,0.28,1.6,0.036,28,106,0.98825,3.14,0.41,13.3,white,neutral,2023-09-10
3606,6.4,0.38,0.24,7.2,0.047,41,151,0.99604,3.11,0.6,9.2,white,slightly dissatisfied,2024-05-04
3607,6.6,0.26,0.52,8.2,0.047,52,191,0.99541,3.16,0.47,9.5,white,neutral,2022-01-18
3608,5.3,0.59,0.07,7.1,0.044,34,145,0.9945,3.34,0.57,9.7,white,neutral,2024-07-20
3609,6.5,0.46,0.14,2.4,0.114,9,37,0.99732,3.66,0.65,9.8,red,slightly dissatisfied,2024-08-07
3610,7.2,0.19,0.39,1.2,0.036,32,85,0.9918,3.16,0.5,10.5,white,slightly dissatisfied,2023-09-03
3611,9.5,0.39,0.41,8.9,0.069,18,39,0.99859,3.29,0.81,10.9,red,slightly satisfied,2024-09-07
3612,8.1,0.28,0.49,1,0.04,32,148,0.9936,3.13,0.41,10,white,neutral,2024-04-24
3613,8.6,0.55,0.09,3.3,0.068,8,17,0.99735,3.23,0.44,10,red,slightly dissatisfied,2024-06-14
3614,6.1,0.37,0.2,7.6,0.031,49,170,0.99558,3.22,0.48,9.5,white,slightly dissatisfied,2024-02-23
3615,10.2,0.36,0.64,2.9,0.122,10,41,0.998,3.23,0.66,12.5,red,neutral,2023-12-19
3616,7,0.24,0.3,12.3,0.035,72,172,0.9954,2.99,0.57,10.4,white,neutral,2022-01-04
3617,7.6,0.17,0.46,0.9,0.036,63,147,0.99126,3.02,0.41,10.7,white,neutral,2022-07-30
3618,6.7,0.26,0.29,7.7,0.038,40,179,0.99479,3.23,0.56,10.4,white,neutral,2024-12-08
3619,9.4,0.23,0.56,16.45,0.063,53,282,1.00098,3.1,0.51,9.3,white,slightly dissatisfied,2023-06-02
3620,6.6,0.28,0.3,12.9,0.033,31,177,0.99479,3.12,0.39,11.2,white,neutral,2023-11-24
3621,9.2,0.31,0.36,2.2,0.079,11,31,0.99615,3.33,0.86,12,red,slightly satisfied,2023-11-04
3622,6.9,0.25,0.27,9.05,0.039,37,128,0.9936,3.27,0.34,11.3,white,moderately satisfied,2024-09-20
3623,7.4,0.45,0.32,7.1,0.044,17,117,0.9962,3.32,0.41,10.4,white,moderately dissatisfied,2024-10-31
3624,7.5,0.23,0.68,11,0.047,37,133,0.9978,2.99,0.38,8.8,white,slightly dissatisfied,2024-03-06
3625,7.5,0.19,0.4,7.1,0.056,50,110,0.9954,3.06,0.52,9.9,white,neutral,2024-12-01
3626,6.9,0.23,0.38,8.3,0.047,47,162,0.9954,3.34,0.52,10.5,white,slightly satisfied,2023-12-31
3627,5.6,0.25,0.26,3.6,0.037,18,115,0.9904,3.42,0.5,12.6,white,neutral,2023-08-31
3628,6.8,0.14,0.18,1.4,0.047,30,90,0.99164,3.27,0.54,11.2,white,neutral,2022-08-12
3629,7.9,0.17,0.32,1.6,0.053,47,150,0.9948,3.29,0.76,9.6,white,neutral,2023-02-14
3630,6.9,0.84,0.21,4.1,0.074,16,65,0.99842,3.53,0.72,9.23,red,neutral,2024-10-11
3631,6.8,0.28,0.6,1.1,0.132,42,127,0.9934,3.09,0.44,9.1,white,neutral,2022-05-27
3632,7.5,0.41,0.23,14.8,0.054,28,174,0.99898,3.18,0.49,9.7,white,slightly dissatisfied,2022-04-05
3633,6.3,0.38,0.17,8.8,0.08,50,212,0.99803,3.47,0.66,9.4,white,moderately dissatisfied,2023-01-09
3634,7.6,0.31,0.23,12.7,0.054,20,139,0.99836,3.16,0.5,9.7,white,moderately dissatisfied,2023-07-16
3635,6.3,0.76,0,2.9,0.072,26,52,0.99379,3.51,0.6,11.5,red,neutral,2023-08-25
3636,6.3,0.26,0.25,7.8,0.058,44,166,0.9961,3.24,0.41,9,white,slightly dissatisfied,2022-01-25
3637,12.5,0.56,0.49,2.4,0.064,5,27,0.9999,3.08,0.87,10.9,red,slightly dissatisfied,2024-01-15
3638,6.7,0.23,0.17,1.3,0.061,14,100,0.9925,3.07,0.55,9.5,white,slightly dissatisfied,2022-06-30
3639,6.4,0.19,0.35,10.2,0.043,40,106,0.99632,3.16,0.5,9.7,white,neutral,2024-08-17
3640,8.2,0.3,0.44,12.4,0.043,52,154,0.99452,3.04,0.33,12,white,neutral,2024-07-29
3641,5.4,0.59,0.07,7,0.045,36,147,0.9944,3.34,0.57,9.7,white,neutral,2024-01-28
3642,6.1,0.34,0.27,2.6,0.024,20,105,0.9906,3.4,0.67,12.2,white,slightly satisfied,2024-11-28
3643,7.6,0.4,0.27,5.2,0.03,32,101,0.99172,3.22,0.62,12.3,white,slightly satisfied,2024-06-14
3644,6.9,0.4,0.14,2.4,0.085,21,40,0.9968,3.43,0.63,9.7,red,neutral,2023-03-14
3645,6.6,0.22,0.53,15.1,0.052,22,136,0.9986,2.94,0.35,9.4,white,slightly dissatisfied,2022-04-27
3646,6.7,0.19,0.41,15.6,0.056,75,155,0.9995,3.2,0.44,8.8,white,neutral,2024-03-04
3647,6.7,0.23,0.26,1.4,0.06,33,154,0.9934,3.24,0.56,9.5,white,neutral,2024-02-26
3648,5.7,0.22,0.29,3.5,0.04,27,146,0.98999,3.17,0.36,12.1,white,neutral,2022-07-31
3649,6.5,0.32,0.23,1.2,0.054,39,208,0.99272,3.18,0.46,9.9,white,neutral,2022-07-27
3650,6.6,0.23,0.37,8.5,0.036,46,153,0.99576,3.2,0.48,9.4,white,neutral,2024-07-15
3651,6.6,0.88,0.04,2.2,0.066,12,20,0.99636,3.53,0.56,9.9,red,slightly dissatisfied,2022-08-13
3652,7.9,0.37,0.31,2.85,0.037,5,24,0.9911,3.19,0.36,11.9,white,neutral,2024-07-29
3653,15.9,0.36,0.65,7.5,0.096,22,71,0.9976,2.98,0.84,14.9,red,slightly dissatisfied,2023-04-08
3654,8.2,0.39,0.49,2.3,0.099,47,133,0.9979,3.38,0.99,9.8,red,slightly dissatisfied,2024-08-18
3655,7.5,0.26,0.26,18.35,0.084,33,139,1.0011,3.17,0.39,8.8,white,slightly dissatisfied,2023-09-04
3656,6.3,0.33,0.27,1.2,0.046,34,175,0.9934,3.37,0.54,9.4,white,neutral,2024-04-19
3657,6.6,0.24,0.38,12.75,0.034,8,74,0.99386,3.1,0.57,12.9,white,neutral,2024-03-24
3658,6.8,0.19,0.71,17.5,0.042,21,114,0.99784,2.85,0.5,9.5,white,neutral,2023-06-30
3659,8.1,0.26,0.3,7.8,0.049,39,152,0.9954,2.99,0.58,10,white,neutral,2024-08-17
3660,6.5,0.21,0.28,1.4,0.046,26,66,0.99199,3.43,0.48,11.1,white,neutral,2023-09-15
3661,6.4,0.28,0.56,1.7,0.156,49,106,0.99354,3.1,0.37,9.2,white,neutral,2022-03-27
3662,8,0.45,0.28,10.8,0.051,25,157,0.9957,3.06,0.47,11.4,white,slightly satisfied,2022-06-08
3663,8.8,0.96,0.05,1.8,0.075,5,19,0.99616,3.3,0.44,9.6,red,moderately dissatisfied,2023-08-26
3664,6.7,0.18,0.37,1.3,0.027,42,125,0.98939,3.24,0.37,12.8,white,slightly satisfied,2022-09-08
3665,6.5,0.26,0.34,1.4,0.04,25,184,0.99216,3.29,0.46,10.7,white,slightly dissatisfied,2022-08-07
3666,6.8,0.25,0.27,10.7,0.076,47,154,0.9967,3.05,0.38,9,white,slightly dissatisfied,2022-07-16
3667,8,0.45,0.36,8.8,0.026,50,151,0.9927,3.07,0.25,12.7,white,moderately satisfied,2024-11-27
3668,6.1,0.2,0.17,1.6,0.048,46,129,0.991,3.3,0.43,11.4,white,neutral,2022-02-16
3669,7,0.3,0.32,6.4,0.034,28,97,0.9924,3.23,0.44,11.8,white,neutral,2023-07-27
3670,5,0.33,0.18,4.6,0.032,40,124,0.99114,3.18,0.4,11,white,neutral,2024-08-12
3671,7.7,0.28,0.29,6.9,0.041,29,163,0.9952,3.44,0.6,10.5,white,neutral,2022-05-11
3672,6.5,0.26,0.31,1.3,0.034,59,145,0.98944,3.16,0.54,12.4,white,neutral,2024-02-22
3673,6.6,0.35,0.26,2.7,0.045,19,129,0.98952,3.24,0.48,13,white,slightly satisfied,2023-07-25
3674,6.4,0.1,0.35,4.9,0.048,31,103,0.9947,3.43,0.79,9.7,white,neutral,2023-06-28
3675,6.1,0.56,0,2.2,0.079,6,9,0.9948,3.59,0.54,11.5,red,neutral,2022-08-12
3676,9.1,0.28,0.49,2,0.059,10,112,0.9958,3.15,0.46,10.1,white,slightly dissatisfied,2024-02-24
3677,7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,white,slightly satisfied,2022-06-11
3678,6.9,0.15,0.28,4.4,0.029,14,107,0.99347,3.24,0.46,10.4,white,moderately satisfied,2022-10-12
3679,7.2,0.2,0.3,2,0.039,43,188,0.9911,3.3,0.41,12,white,neutral,2022-10-25
3680,6.2,0.37,0.3,6.6,0.346,79,200,0.9954,3.29,0.58,9.6,white,slightly dissatisfied,2024-07-22
3681,6.4,0.22,0.32,7.2,0.028,15,83,0.993,3.13,0.55,10.9,white,moderately satisfied,2023-06-26
3682,5.2,0.16,0.33,1.6,0.028,13,59,0.98975,3.3,0.84,11.9,white,moderately satisfied,2023-04-29
3683,8.9,0.31,0.57,2,0.111,26,85,0.9971,3.26,0.53,9.7,red,slightly dissatisfied,2023-05-06
3684,6.7,0.16,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9,white,neutral,2022-05-15
3685,7.7,0.49,0.26,1.9,0.062,9,31,0.9966,3.39,0.64,9.6,red,slightly dissatisfied,2024-03-27
3686,6.4,0.14,0.28,7.9,0.057,21,82,0.99425,3.26,0.36,10,white,neutral,2023-09-04
3687,10.2,0.54,0.37,15.4,0.214,55,95,1.00369,3.18,0.77,9,red,neutral,2023-12-01
3688,6.3,0.27,0.49,1.2,0.063,35,92,0.9911,3.38,0.42,12.2,white,neutral,2024-07-14
3689,8.2,0.64,0.1,2.1,0.073,25,60,0.99638,3.29,0.75,10.9,red,neutral,2022-08-09
3690,7.1,0.36,0.2,1.6,0.271,24,140,0.99356,3.11,0.63,9.8,white,slightly dissatisfied,2022-02-24
3691,5.6,0.92,0,2.1,0.041,17,78,0.99346,3.68,0.73,11.4,red,slightly dissatisfied,2023-05-17
3692,7.5,0.24,0.29,1.1,0.046,34,84,0.9902,3.04,0.39,11.45,white,neutral,2022-04-15
3693,7.2,0.33,0.22,4.5,0.031,10,73,0.99076,2.97,0.52,12.2,white,slightly satisfied,2022-08-31
3694,7.5,0.57,0.08,2.6,0.089,14,27,0.99592,3.3,0.59,10.4,red,neutral,2024-12-05
3695,7.9,0.25,0.35,6.7,0.039,22,64,0.99362,2.93,0.49,10.7,white,slightly dissatisfied,2023-09-10
3696,9.6,0.5,0.36,2.8,0.116,26,55,0.99722,3.18,0.68,10.9,red,slightly dissatisfied,2022-04-09
3697,6.6,0.19,0.28,1.1,0.044,38,100,0.9904,3.22,0.69,11.2,white,neutral,2023-04-24
3698,6.4,0.25,0.53,6.6,0.038,59,234,0.9955,3.03,0.42,8.8,white,slightly dissatisfied,2023-09-20
3699,7.4,0.18,0.31,1.4,0.058,38,167,0.9931,3.16,0.53,10,white,slightly satisfied,2024-05-11
3700,6.7,0.23,0.42,11.2,0.047,52,171,0.99758,3.54,0.74,10.4,white,slightly dissatisfied,2022-10-23
3701,6.8,0.34,0.44,6.6,0.052,28,156,0.9955,3.14,0.41,9.6,white,slightly dissatisfied,2024-06-04
3702,6.5,0.26,0.24,10.8,0.042,47,130,0.996,3.08,0.4,10.1,white,neutral,2022-11-24
3703,8.2,0.23,0.29,1.8,0.047,47,187,0.9933,3.13,0.5,10.2,white,neutral,2022-02-24
3704,6.6,0.2,0.32,1.1,0.039,25,78,0.9926,3.39,0.54,10.2,white,slightly satisfied,2023-05-21
3705,7.3,0.28,0.36,12.7,0.04,38,140,0.998,3.3,0.79,9.6,white,neutral,2022-11-17
3706,10.2,0.24,0.49,2.4,0.075,10,28,0.9978,3.14,0.61,10.4,red,slightly dissatisfied,2022-05-31
3707,6.8,0.24,0.33,3.2,0.049,68,161,0.99324,3.1,0.69,10.2,white,neutral,2022-05-06
3708,8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,red,slightly satisfied,2022-02-27
3709,8.2,0.42,0.29,4.1,0.03,31,100,0.9911,3,0.32,12.8,white,slightly satisfied,2024-01-30
3710,6.1,0.15,0.29,6.2,0.046,39,151,0.99471,3.6,0.44,10.6,white,neutral,2024-07-26
3711,7.3,0.17,0.24,8.1,0.121,32,162,0.99508,3.17,0.38,10.4,white,moderately satisfied,2023-08-08
3712,6.8,0.28,0.34,7.5,0.035,34,177,0.99692,3.33,0.43,9.1,white,slightly dissatisfied,2023-11-17
3713,6.5,0.15,0.55,5.9,0.045,75,162,0.99482,2.97,0.4,9.3,white,slightly dissatisfied,2024-01-04
3714,6.6,0.16,0.4,1.5,0.044,48,143,0.9912,3.54,0.52,12.4,white,slightly satisfied,2023-01-08
3715,7.1,0.72,0,1.8,0.123,6,14,0.99627,3.45,0.58,9.8,red,slightly dissatisfied,2024-03-23
3716,5,0.38,0.01,1.6,0.048,26,60,0.99084,3.7,0.75,14,red,neutral,2023-10-27
3717,7.5,0.24,0.31,13,0.049,46,217,0.9985,3.08,0.53,8.8,white,slightly dissatisfied,2024-07-13
3718,5.6,0.13,0.27,4.8,0.028,22,104,0.9948,3.34,0.45,9.2,white,neutral,2023-09-29
3719,7.1,0.18,0.32,12.2,0.048,36,125,0.9967,2.92,0.54,9.4,white,neutral,2024-08-15
3720,7.5,0.23,0.35,17.8,0.058,128,212,1.00241,3.44,0.43,8.9,white,slightly dissatisfied,2022-08-09
3721,7.3,0.52,0.32,2.1,0.07,51,70,0.99418,3.34,0.82,12.9,red,neutral,2024-08-14
3722,9.9,0.32,0.56,2,0.073,3,8,0.99534,3.15,0.73,11.4,red,neutral,2023-07-20
3723,6.3,0.39,0.35,5.9,0.04,83,260,0.9941,3.12,0.66,10.1,white,slightly dissatisfied,2023-03-29
3724,7.6,0.29,0.49,9.6,0.03,45,197,0.9938,3.13,0.38,12.3,white,slightly satisfied,2022-04-25
3725,6.3,0.23,0.5,10.4,0.043,61,132,0.99542,2.86,0.46,9.1,white,neutral,2024-11-24
3726,7.9,0.33,0.41,1.5,0.056,6,35,0.99396,3.29,0.71,11,red,neutral,2023-01-11
3727,8.4,0.72,0.2,2.4,0.076,10,38,0.99735,3.31,0.64,9.4,red,slightly dissatisfied,2024-08-11
3728,6.8,0.26,0.44,8.2,0.046,52,183,0.99584,3.2,0.51,9.4,white,slightly dissatisfied,2024-03-29
3729,7,0.23,0.42,18.05,0.05,35,144,0.9999,3.22,0.42,8.8,white,slightly dissatisfied,2022-07-09
3730,7.2,0.37,0.4,11.6,0.032,34,214,0.9963,3.1,0.51,9.8,white,neutral,2024-01-03
3731,6.7,0.15,0.38,1.7,0.037,20,84,0.99046,3.09,0.53,11.4,white,neutral,2024-07-02
3732,5.8,0.68,0.02,1.8,0.087,21,94,0.9944,3.54,0.52,10,red,slightly dissatisfied,2023-08-17
3733,8.7,0.31,0.73,14.35,0.044,27,191,1.00013,2.96,0.88,8.7,white,slightly dissatisfied,2023-05-11
3734,7.8,0.29,0.36,7,0.042,38,161,0.9941,3.26,0.37,11.2,white,moderately satisfied,2022-04-29
3735,6.1,0.34,0.24,18.35,0.05,33,184,0.99943,3.12,0.61,9.3,white,slightly dissatisfied,2023-08-01
3736,10.2,0.29,0.65,2.4,0.075,6,17,0.99565,3.22,0.63,11.8,red,neutral,2022-11-15
3737,4.7,0.79,0,3.4,0.036,23,134,0.98981,3.53,0.92,13.8,white,neutral,2022-03-05
3738,7.3,0.3,0.25,2.5,0.045,32,122,0.99329,3.18,0.54,10.3,white,slightly dissatisfied,2023-08-22
3739,6.4,0.29,0.2,15.6,0.04,20,142,0.9962,3.1,0.54,10.6,white,slightly dissatisfied,2022-09-15
3740,8,0.29,0.49,11.7,0.035,40,131,0.9958,3.14,0.34,10.8,white,slightly dissatisfied,2024-07-18
3741,8.7,0.31,0.21,5.6,0.039,28,67,0.99328,2.96,0.52,11,white,moderately dissatisfied,2022-03-12
3742,6.8,0.18,0.28,8.7,0.047,52,242,0.9952,3.22,0.53,10.5,white,neutral,2022-07-22
3743,7.1,0.4,0.52,1.3,0.148,45,149,0.99468,3.08,0.56,8.7,white,slightly dissatisfied,2022-10-10
3744,6.8,0.23,0.3,6.95,0.044,42,179,0.9946,3.25,0.56,10.6,white,neutral,2024-11-23
3745,8,0.26,0.28,8.2,0.038,72,202,0.99566,3.12,0.56,10,white,neutral,2024-03-29
3746,6.4,0.22,0.32,7.9,0.029,34,124,0.9948,3.4,0.39,10.2,white,slightly dissatisfied,2023-05-02
3747,7.6,0.74,0,1.9,0.1,6,12,0.99521,3.36,0.59,11,red,slightly dissatisfied,2022-12-20
3748,6.2,0.35,0.27,10.1,0.056,38,187,0.99486,3.31,0.56,10.6,white,slightly dissatisfied,2023-03-05
3749,6.5,0.08,0.33,1.9,0.028,23,93,0.991,3.34,0.7,12,white,slightly satisfied,2023-06-05
3750,7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9,red,slightly dissatisfied,2024-09-25
3751,7.6,0.19,0.41,1.1,0.04,38,143,0.9907,2.92,0.42,11.4,white,slightly dissatisfied,2024-06-23
3752,12.8,0.84,0.63,2.4,0.088,13,35,0.9997,3.1,0.6,10.4,red,neutral,2022-03-30
3753,6.4,0.16,0.44,1.2,0.051,39,122,0.99058,3.11,0.75,11.3,white,slightly satisfied,2022-12-09
3754,7.8,0.76,0.04,2.3,0.092,15,54,0.997,3.26,0.65,9.8,red,slightly dissatisfied,2023-10-25
3755,8.3,0.26,0.37,1.4,0.076,8,23,0.9974,3.26,0.7,9.6,red,neutral,2024-11-14
3756,6.4,0.17,0.27,6.7,0.036,88,223,0.9948,3.28,0.35,10.2,white,neutral,2022-03-17
3757,7,0.18,0.26,1.4,0.044,46,89,0.99256,3.39,0.48,10.7,white,slightly satisfied,2023-12-31
3758,6.8,0.12,0.31,5.2,0.045,29,120,0.9942,3.41,0.46,9.8,white,slightly satisfied,2024-07-20
3759,7.2,0.57,0.06,1.6,0.076,9,27,0.9972,3.36,0.7,9.6,red,neutral,2022-09-25
3760,7.6,0.5,0.29,2.3,0.086,5,14,0.99502,3.32,0.62,11.5,red,neutral,2024-04-10
3761,6.2,0.2,0.29,11.8,0.035,21,93,0.99364,3.18,0.34,11.9,white,neutral,2022-08-19
3762,5.8,0.3,0.23,1.5,0.034,37,121,0.98871,2.96,0.34,12.1,white,neutral,2024-05-05
3763,5.9,0.2,0.28,12.8,0.038,29,132,0.99426,3.31,0.57,11.8,white,slightly satisfied,2022-11-15
3764,7.9,0.57,0.31,2,0.079,10,79,0.99677,3.29,0.69,9.5,red,neutral,2022-06-21
3765,9.8,0.3,0.39,1.7,0.062,3,9,0.9948,3.14,0.57,11.5,red,slightly satisfied,2022-05-07
3766,7.9,0.28,0.41,2,0.044,50,152,0.9934,3.45,0.49,10.7,white,moderately satisfied,2023-02-25
3767,6.3,0.17,0.23,5.7,0.048,44,147,0.99382,3.08,0.54,10,white,slightly dissatisfied,2022-03-17
3768,6.9,0.62,0.42,12,0.067,24,131,0.99727,3.19,0.34,9.3,white,slightly dissatisfied,2023-02-15
3769,6.7,0.28,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11,white,slightly satisfied,2022-04-09
3770,6.5,0.24,0.32,7.6,0.038,48,203,0.9958,3.45,0.54,9.7,white,slightly satisfied,2024-12-06
3771,8.7,0.52,0.09,2.5,0.091,20,49,0.9976,3.34,0.86,10.6,red,slightly satisfied,2023-02-04
3772,10.4,0.44,0.42,1.5,0.145,34,48,0.99832,3.38,0.86,9.9,red,extremly dissatisfied,2022-03-15
3773,7.5,0.28,0.78,12.1,0.041,53,161,0.99838,2.98,0.44,8.7,white,slightly dissatisfied,2023-05-31
3774,7.1,0.25,0.25,1.6,0.046,50,181,0.9925,3.2,0.42,11,white,slightly satisfied,2022-05-09
3775,7.4,0.63,0.07,2.4,0.09,11,37,0.9979,3.43,0.76,9.7,red,neutral,2024-01-08
3776,6.1,0.38,0.47,1.4,0.051,59,210,0.99309,3.24,0.5,9.6,white,slightly dissatisfied,2022-12-15
3777,7.9,0.29,0.39,6.7,0.036,6,117,0.9938,3.12,0.42,10.7,white,slightly dissatisfied,2024-10-17
3778,6.3,0.25,0.53,1.8,0.021,41,101,0.98932,3.19,0.31,13,white,neutral,2023-07-30
3779,6.8,0.27,0.24,4.6,0.098,36,127,0.99412,3.15,0.49,9.6,white,neutral,2024-08-26
3780,7.8,0.57,0.31,1.8,0.069,26,120,0.99625,3.29,0.53,9.3,red,slightly dissatisfied,2023-01-22
3781,8,0.25,0.13,17.2,0.036,49,219,0.9996,2.96,0.46,9.7,white,slightly dissatisfied,2024-09-14
3782,7.3,0.34,0.22,1.4,0.044,43,176,0.99286,3.14,0.46,9.9,white,slightly dissatisfied,2023-03-27
3783,9.9,0.54,0.45,2.3,0.071,16,40,0.9991,3.39,0.62,9.4,red,slightly dissatisfied,2024-09-08
3784,6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4,white,slightly dissatisfied,2023-07-26
3785,7.4,1.19,0,4.25,0.097,5,14,0.9966,3.63,0.54,10.7,red,extremly dissatisfied,2023-06-22
3786,6.4,0.22,0.49,7.5,0.054,42,151,0.9948,3.27,0.52,10.1,white,neutral,2022-11-08
3787,9.5,0.56,0.33,2.4,0.089,35,67,0.9972,3.28,0.73,11.8,red,slightly satisfied,2022-04-21
3788,6.2,0.33,0.19,5.6,0.042,22,143,0.99425,3.15,0.63,9.9,white,slightly dissatisfied,2022-12-22
3789,7,0.23,0.33,1,0.043,46,110,0.99118,3.04,0.65,10.8,white,neutral,2022-07-04
3790,6.2,0.53,0.02,0.9,0.035,6,81,0.99234,3.24,0.35,9.5,white,moderately dissatisfied,2022-02-03
3791,6.4,0.26,0.26,1.1,0.052,22,176,0.99304,3.09,0.54,9.3,white,slightly dissatisfied,2023-03-19
3792,5.6,0.54,0.04,1.7,0.049,5,13,0.9942,3.72,0.58,11.4,red,slightly dissatisfied,2024-07-07
3793,6.3,0.24,0.37,1.8,0.031,6,61,0.9897,3.3,0.34,12.2,white,moderately dissatisfied,2024-04-29
3794,7.3,0.35,0.67,8.3,0.053,10,100,0.9959,3.19,0.5,10.9,white,slightly dissatisfied,2023-02-09
3795,8.8,0.31,0.4,2.8,0.109,7,16,0.99614,3.31,0.79,11.8,red,slightly satisfied,2023-11-19
3796,7.2,0.23,0.19,13.7,0.052,47,197,0.99865,3.12,0.53,9,white,slightly dissatisfied,2022-08-21
3797,7.3,0.26,0.33,17.85,0.049,42,195,1,3.06,0.44,9.1,white,slightly satisfied,2024-05-12
3798,6.9,0.63,0.02,1.9,0.078,18,30,0.99712,3.4,0.75,9.8,red,slightly dissatisfied,2022-11-17
3799,6.6,0.26,0.22,18.15,0.05,23,139,0.99904,3.06,0.5,9.2,white,slightly dissatisfied,2024-03-09
3800,8.1,0.2,0.4,2,0.037,19,87,0.9921,3.12,0.54,11.2,white,neutral,2022-05-08
3801,7.2,0.23,0.38,14.3,0.058,55,194,0.9979,3.09,0.44,9,white,neutral,2022-01-18
3802,5.1,0.35,0.26,6.8,0.034,36,120,0.99188,3.38,0.4,11.5,white,neutral,2023-10-28
3803,7.1,0.6,0.01,2.3,0.079,24,37,0.99514,3.4,0.61,10.9,red,neutral,2023-01-17
3804,8,0.6,0.22,2.1,0.08,25,105,0.99613,3.3,0.49,9.9,red,slightly dissatisfied,2024-08-20
3805,6.1,0.31,0.37,8.4,0.031,70,170,0.9934,3.42,0.4,11.7,white,moderately satisfied,2023-12-13
3806,6.45,0.14,0.42,1.2,0.05,51,129,0.99116,3.27,0.69,11.1,white,slightly satisfied,2022-12-02
3807,7.1,0.17,0.31,1.6,0.037,15,103,0.991,3.14,0.5,12,white,neutral,2023-10-18
3808,8.6,0.38,0.36,3,0.081,30,119,0.997,3.2,0.56,9.4,red,slightly dissatisfied,2022-04-27
3809,6.4,0.26,0.22,5.1,0.037,23,131,0.9944,3.29,0.32,10.1,white,slightly dissatisfied,2023-04-23
3810,7.1,0.26,0.3,2,0.031,13,128,0.9917,3.19,0.49,11.4,white,slightly dissatisfied,2024-06-07
3811,6.6,0.17,0.38,1.5,0.032,28,112,0.9914,3.25,0.55,11.4,white,slightly satisfied,2022-03-18
3812,7.8,0.63,0.48,1.7,0.1,14,96,0.9961,3.19,0.62,9.5,red,slightly dissatisfied,2023-10-24
3813,8.1,0.3,0.31,1.1,0.041,49,123,0.9914,2.99,0.45,11.1,white,neutral,2022-08-02
3814,5.7,0.23,0.28,9.65,0.025,26,121,0.9925,3.28,0.38,11.3,white,neutral,2022-07-07
3815,7,0.15,0.3,13.3,0.049,46,120,0.99704,3.2,0.36,9.5,white,slightly satisfied,2023-05-07
3816,6.7,0.7,0.08,3.75,0.067,8,16,0.99334,3.43,0.52,12.6,red,slightly dissatisfied,2024-02-19
3817,8.6,0.47,0.27,2.3,0.055,14,28,0.99516,3.18,0.8,11.2,red,slightly dissatisfied,2024-03-14
3818,8.9,0.61,0.49,2,0.27,23,110,0.9972,3.12,1.02,9.3,red,slightly dissatisfied,2022-11-26
3819,6.6,0.21,0.29,5.35,0.029,43,106,0.99112,2.93,0.43,11.5,white,slightly satisfied,2024-06-19
3820,7,0.23,0.36,7.1,0.028,31,104,0.9922,3.35,0.47,12.1,white,moderately satisfied,2024-06-01
3821,7.1,0.17,0.38,7.4,0.052,49,182,0.9958,3.35,0.52,9.6,white,neutral,2023-10-01
3822,6.5,0.3,0.32,2,0.044,34,90,0.99185,3.37,0.68,11,white,slightly satisfied,2023-12-11
3823,7.7,0.28,0.24,2.4,0.044,29,157,0.99312,3.27,0.56,10.6,white,neutral,2022-12-17
3824,7.2,0.62,0.1,1.4,0.068,25,154,0.99499,3.2,0.48,9.7,white,moderately dissatisfied,2024-11-15
3825,6.4,0.4,0.23,1.6,0.066,5,12,0.9958,3.34,0.56,9.2,red,slightly dissatisfied,2023-10-21
3826,7.9,0.41,0.37,4.5,0.03,40,114,0.992,3.17,0.54,12.4,white,slightly satisfied,2022-03-08
3827,6.4,0.21,0.28,5.9,0.047,29,101,0.99278,3.15,0.4,11,white,neutral,2023-08-02
3828,7,0.31,0.52,1.7,0.029,5,61,0.9918,3.07,0.43,10.4,white,slightly dissatisfied,2023-12-02
3829,9,0.39,0.4,1.3,0.044,25,50,0.99478,3.2,0.83,10.9,red,neutral,2024-07-07
3830,7.6,0.32,0.58,16.75,0.05,43,163,0.9999,3.15,0.54,9.2,white,slightly dissatisfied,2024-05-20
3831,7.5,0.26,0.38,5.7,0.021,23,125,0.99338,3.13,0.62,11.1,white,neutral,2023-09-13
3832,7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,red,slightly satisfied,2022-09-09
